atmospheric_temp,soil_temp,humidity,rainfall,previous_soil_moisture,soil_moisture,future_soil_moisture,x,y
17.1,18.0,71.0,0.0,0.07,0.07,0.07,1,0
18.2,21.9,74.0,0.0,0.079,0.079,0.079,0,0
7.6,11.8,100.0,0.0,0.431,0.43,0.43,0,0
15.8,19.4,88.0,0.0,0.073,0.074,0.074,1,0
9.5,9.5,83.0,0.0,0.361,0.361,0.361,0,0
14.5,14.8,89.0,0.0,0.097,0.097,0.097,0,1
9.5,9.5,78.0,0.0,0.351,0.352,0.352,0,0
18.3,23.3,69.0,0.0,0.086,0.086,0.086,0,0
8.5,8.8,78.0,0.0,0.293,0.293,0.293,0,0
7.3,8.4,59.0,0.0,0.415,0.415,0.415,1,1
16.8,19.1,85.0,0.0,0.062,0.062,0.062,1,0
18.2,21.9,74.0,0.0,0.079,0.079,0.079,0,1
7.4,9.4,88.0,0.0,0.093,0.094,0.093,1,1
19.7,15.4,48.0,0.0,0.375,0.374,0.372,1,0
19.2,21.0,66.0,0.0,0.115,0.114,0.114,0,1
17.8,21.8,81.0,0.0,0.119,0.118,0.118,1,1
15.0,17.3,89.0,0.0,0.088,0.088,0.088,0,0
10.0,9.5,75.0,0.0,0.293,0.293,0.294,0,1
14.8,14.6,95.0,4.7,0.424,0.429,0.431,1,1
15.9,17.0,83.0,0.0,0.334,0.334,0.333,1,0
9.2,9.5,81.0,0.0,0.352,0.352,0.351,1,1
9.6,11.8,94.0,0.0,0.079,0.079,0.079,0,1
19.0,16.3,64.0,0.0,0.277,0.276,0.274,0,1
11.5,11.8,98.0,0.0,0.338,0.338,0.338,0,0
10.1,9.4,72.0,0.0,0.302,0.302,0.302,0,0
16.9,21.0,78.0,0.0,0.056,0.056,0.056,1,0
18.4,27.5,76.0,0.0,0.053,0.054,0.054,1,0
15.1,15.3,91.0,0.0,0.078,0.078,0.079,0,0
13.5,10.5,71.0,0.0,0.411,0.411,0.41,0,1
8.1,9.0,87.0,0.0,0.362,0.362,0.361,0,0
13.9,14.4,97.0,0.0,0.24,0.24,0.239,0,1
16.4,18.4,92.0,0.0,0.126,0.126,0.125,0,0
14.2,14.2,95.0,0.0,0.186,0.186,0.186,1,1
12.8,12.9,94.0,0.0,0.424,0.424,0.424,0,0
21.6,24.3,77.0,0.0,0.147,0.145,0.145,0,0
16.7,30.5,80.0,0.0,0.06,0.06,0.06,0,1
16.0,19.2,85.0,0.0,0.087,0.087,0.087,1,0
13.8,17.8,99.0,0.0,0.053,0.053,0.053,0,0
7.4,8.4,87.0,0.0,0.343,0.343,0.343,0,1
16.3,12.6,59.0,0.0,0.249,0.249,0.249,1,0
11.7,13.8,87.0,0.0,0.058,0.058,0.058,1,0
13.2,15.3,74.0,0.0,0.07,0.069,0.069,0,0
16.2,13.8,68.0,0.0,0.312,0.312,0.313,1,0
11.3,8.9,65.0,0.0,0.255,0.256,0.255,0,1
11.7,11.4,96.0,0.0,0.355,0.355,0.355,0,0
19.1,16.8,65.0,0.0,0.356,0.356,0.355,0,0
19.1,16.8,65.0,0.0,0.356,0.356,0.355,1,0
11.1,12.8,89.0,0.0,0.427,0.428,0.428,1,0
8.6,8.6,76.0,0.0,0.367,0.367,0.367,0,0
9.6,12.1,99.0,0.0,0.423,0.424,0.424,1,0
10.3,12.4,86.0,0.0,0.062,0.061,0.061,1,0
19.7,24.0,73.0,0.0,0.096,0.096,0.096,1,0
17.6,15.5,78.0,0.0,0.342,0.341,0.34,0,0
8.0,8.3,79.0,0.0,0.265,0.265,0.265,1,1
13.0,14.6,91.0,0.0,0.066,0.066,0.066,0,1
15.2,17.2,99.0,0.0,0.136,0.135,0.135,1,1
7.7,8.4,82.0,0.0,0.372,0.372,0.372,1,0
16.5,15.5,82.0,0.0,0.243,0.243,0.244,0,1
7.7,8.3,82.0,0.0,0.372,0.372,0.372,0,0
14.8,17.1,89.0,0.0,0.062,0.062,0.062,0,1
12.8,11.4,83.0,0.0,0.301,0.3,0.3,0,1
11.0,8.6,75.0,0.0,0.386,0.386,0.385,1,0
15.1,14.3,91.0,0.0,0.339,0.338,0.338,1,0
15.7,18.8,77.0,0.0,0.085,0.085,0.085,0,0
18.6,19.7,77.0,0.0,0.12,0.12,0.12,0,1
19.0,16.3,68.0,0.0,0.23,0.23,0.23,1,0
18.6,29.5,75.0,0.0,0.054,0.054,0.054,0,1
14.2,20.6,92.0,0.0,0.06,0.06,0.06,1,1
21.2,30.8,67.0,0.0,0.061,0.061,0.061,0,0
12.9,12.6,87.0,0.0,0.225,0.225,0.225,0,0
13.0,15.8,96.0,0.0,0.063,0.063,0.063,0,0
10.0,9.5,75.0,0.0,0.293,0.293,0.294,1,1
19.0,15.0,36.0,0.0,0.319,0.318,0.317,0,1
12.5,12.7,82.0,0.0,0.091,0.091,0.091,0,1
17.4,15.6,61.0,0.0,0.286,0.286,0.284,1,0
16.2,14.7,46.0,0.0,0.084,0.084,0.084,0,1
16.0,15.1,94.0,0.0,0.162,0.162,0.162,0,1
16.8,19.1,85.0,0.0,0.062,0.062,0.062,0,1
9.5,10.8,65.0,0.0,0.408,0.409,0.409,0,0
18.8,21.9,73.0,0.0,0.09,0.09,0.09,0,0
10.4,9.8,64.0,0.0,0.255,0.255,0.255,1,0
12.2,10.0,84.0,0.0,0.343,0.343,0.342,1,0
15.6,21.0,78.0,0.0,0.057,0.057,0.057,0,1
9.2,11.8,99.0,0.0,0.424,0.424,0.424,0,0
9.5,11.2,96.0,0.0,0.079,0.079,0.078,1,1
7.3,9.6,99.0,0.0,0.306,0.306,0.306,0,1
10.5,12.6,96.0,0.0,0.062,0.062,0.062,0,1
13.9,15.1,47.0,0.0,0.333,0.332,0.329,1,1
14.2,16.6,93.0,0.0,0.065,0.065,0.064,1,0
17.1,25.5,80.0,0.0,0.06,0.06,0.06,0,1
17.2,23.1,90.0,0.0,0.053,0.053,0.053,0,1
13.0,15.3,91.0,0.0,0.052,0.052,0.052,1,0
15.0,16.1,83.0,0.0,0.237,0.237,0.237,0,1
16.2,16.0,83.0,0.0,0.222,0.221,0.221,0,1
16.5,17.0,74.0,0.0,0.259,0.258,0.257,0,1
18.9,30.2,62.0,0.0,0.062,0.062,0.062,1,0
16.6,24.8,82.0,0.0,0.064,0.064,0.064,0,0
12.2,12.7,78.0,0.0,0.251,0.251,0.251,1,1
16.3,14.2,77.0,0.2,0.361,0.36,0.358,0,0
12.2,14.4,94.0,0.0,0.066,0.066,0.066,0,0
13.3,16.5,83.0,0.0,0.059,0.059,0.058,1,0
14.3,17.2,80.0,0.0,0.07,0.07,0.07,0,0
15.7,18.1,86.0,0.0,0.087,0.087,0.087,0,0
15.8,18.5,92.0,0.0,0.112,0.112,0.111,1,0
18.5,18.3,81.0,0.0,0.061,0.061,0.061,1,1
16.5,16.9,92.0,0.0,0.09,0.09,0.09,0,1
18.2,18.3,81.0,0.0,0.352,0.35,0.349,1,1
19.1,21.5,79.0,0.0,0.206,0.205,0.203,0,0
20.2,15.1,48.0,0.0,0.31,0.308,0.306,1,1
19.1,30.3,68.0,0.0,0.063,0.063,0.062,1,0
7.4,9.4,88.0,0.0,0.093,0.094,0.093,1,0
17.4,29.0,72.0,0.0,0.057,0.057,0.057,0,1
14.5,17.5,93.0,0.0,0.054,0.054,0.054,0,1
9.0,11.4,85.0,0.0,0.292,0.292,0.291,1,0
16.9,16.4,88.0,0.0,0.339,0.338,0.338,1,1
9.2,11.8,98.0,0.0,0.085,0.085,0.085,1,0
16.9,24.8,78.0,0.0,0.06,0.06,0.06,0,0
8.1,8.5,83.0,0.0,0.387,0.387,0.387,1,1
20.6,17.7,54.0,0.0,0.297,0.295,0.293,0,1
7.3,8.1,78.0,0.0,0.31,0.31,0.31,1,1
16.8,25.9,78.0,0.0,0.06,0.06,0.06,0,0
18.1,16.9,75.0,0.0,0.219,0.218,0.219,1,0
17.2,20.1,73.0,0.0,0.088,0.088,0.088,1,1
11.1,12.0,92.0,0.0,0.09,0.09,0.09,0,0
15.5,18.6,94.0,0.0,0.053,0.053,0.053,0,0
12.8,10.7,62.0,0.0,0.255,0.255,0.255,1,0
16.5,21.5,79.0,0.0,0.056,0.056,0.056,0,1
15.0,13.3,54.0,0.0,0.41,0.409,0.408,0,0
15.5,18.4,85.0,0.0,0.052,0.052,0.052,1,1
14.9,16.9,100.0,0.0,0.135,0.135,0.135,0,0
17.7,16.2,79.0,0.0,0.349,0.349,0.347,1,1
8.6,8.8,78.0,0.0,0.313,0.313,0.314,0,0
17.2,18.0,69.0,0.0,0.114,0.114,0.114,0,0
14.8,13.8,74.0,0.0,0.221,0.22,0.22,1,1
15.5,19.1,79.0,0.0,0.08,0.08,0.08,0,0
15.0,13.6,89.0,0.0,0.333,0.333,0.333,0,0
17.8,26.2,68.0,0.0,0.07,0.07,0.07,1,0
24.5,23.8,53.0,0.0,0.167,0.166,0.164,0,1
16.9,21.2,84.0,0.0,0.129,0.129,0.129,1,0
15.6,14.7,93.0,0.0,0.236,0.236,0.235,0,0
19.4,24.1,76.0,0.0,0.094,0.095,0.095,0,0
17.2,20.2,83.0,0.0,0.118,0.118,0.118,1,0
9.7,10.1,91.0,0.0,0.271,0.271,0.271,1,0
16.0,22.0,78.0,0.0,0.059,0.059,0.059,0,1
14.4,16.7,100.0,0.0,0.135,0.135,0.135,0,0
6.3,7.3,80.0,0.0,0.377,0.377,0.377,1,0
13.2,17.4,87.0,0.0,0.057,0.057,0.057,0,1
13.6,15.6,90.0,0.0,0.072,0.072,0.072,0,0
10.7,12.9,93.0,0.0,0.059,0.058,0.058,1,0
13.3,14.4,94.0,0.0,0.055,0.055,0.055,1,0
17.8,24.4,86.0,0.0,0.113,0.113,0.113,0,1
3.9,6.6,84.0,0.0,0.395,0.395,0.395,1,1
14.7,16.7,83.0,0.0,0.057,0.058,0.057,1,0
9.5,10.1,95.0,0.0,0.338,0.339,0.339,0,0
11.4,11.6,98.0,0.0,0.338,0.338,0.338,0,1
9.8,9.8,73.0,0.0,0.239,0.239,0.238,0,1
10.0,10.3,98.0,0.0,0.245,0.245,0.244,0,0
14.0,13.3,95.0,0.0,0.21,0.21,0.21,0,0
19.2,28.5,75.0,0.0,0.054,0.054,0.054,1,0
17.8,23.0,72.0,0.0,0.08,0.08,0.08,0,0
10.6,10.4,83.0,0.0,0.265,0.265,0.265,1,1
13.1,12.2,58.0,0.0,0.288,0.287,0.287,0,1
21.8,15.9,39.0,0.0,0.253,0.252,0.251,0,1
18.3,24.4,72.0,0.0,0.061,0.061,0.061,1,0
17.8,17.5,76.0,0.0,0.09,0.09,0.09,1,0
13.8,14.7,84.0,0.0,0.237,0.237,0.237,1,0
14.4,16.7,80.0,0.0,0.078,0.078,0.078,0,0
8.8,9.4,77.0,0.0,0.386,0.387,0.386,0,0
19.0,27.1,70.0,0.0,0.089,0.089,0.089,1,0
17.2,13.1,58.0,0.0,0.359,0.359,0.36,1,1
12.1,14.0,89.0,0.0,0.101,0.102,0.103,0,0
11.0,11.7,95.0,0.0,0.345,0.345,0.345,0,1
5.4,6.9,80.0,0.0,0.386,0.386,0.386,1,0
17.6,26.8,81.0,0.0,0.053,0.053,0.053,1,1
17.8,20.2,87.0,0.0,0.108,0.108,0.108,1,1
15.8,19.1,87.0,0.0,0.302,0.302,0.3,1,1
17.6,22.4,84.0,0.0,0.132,0.131,0.13,0,1
6.2,7.7,84.0,0.0,0.387,0.387,0.387,1,0
12.9,14.5,97.0,0.0,0.064,0.065,0.064,0,1
17.3,18.2,74.0,0.0,0.096,0.096,0.096,0,0
13.7,16.3,100.0,0.0,0.135,0.135,0.135,0,1
20.1,16.7,59.0,0.0,0.284,0.285,0.285,1,1
13.6,12.8,78.0,0.0,0.323,0.323,0.323,1,0
8.0,9.8,91.0,0.0,0.327,0.327,0.327,0,0
17.0,16.6,74.0,0.0,0.229,0.228,0.227,0,1
15.8,15.9,91.0,0.0,0.423,0.423,0.423,0,1
18.6,15.4,70.0,0.0,0.292,0.292,0.292,0,0
11.1,13.1,97.0,0.0,0.065,0.065,0.065,1,1
16.9,21.6,75.0,0.0,0.072,0.072,0.072,1,0
20.5,17.7,54.0,0.0,0.284,0.281,0.279,0,0
18.5,23.8,77.0,0.0,0.088,0.088,0.088,0,1
19.7,20.0,82.0,0.0,0.153,0.153,0.153,0,0
15.0,16.6,85.0,0.0,0.086,0.086,0.086,1,1
17.6,20.4,75.0,0.0,0.09,0.09,0.089,0,1
13.8,18.1,95.0,0.0,0.054,0.054,0.054,1,1
13.7,13.2,83.0,0.0,0.26,0.261,0.261,1,1
20.5,17.3,49.0,0.0,0.29,0.288,0.286,0,0
18.5,26.1,75.0,0.0,0.058,0.058,0.058,0,1
8.2,9.0,68.0,0.0,0.287,0.287,0.287,1,1
11.2,10.2,66.0,0.0,0.255,0.255,0.255,1,0
10.7,13.1,91.0,0.0,0.057,0.057,0.057,0,0
21.1,33.0,69.0,0.0,0.061,0.061,0.061,1,1
16.8,18.1,75.0,0.0,0.093,0.093,0.093,0,1
9.3,10.4,90.0,0.0,0.312,0.312,0.312,0,1
16.2,19.4,94.0,0.0,0.141,0.14,0.14,1,0
12.0,10.2,77.0,0.0,0.352,0.352,0.351,0,1
16.5,21.4,87.0,0.0,0.198,0.197,0.195,1,0
14.2,18.6,96.0,0.0,0.054,0.054,0.054,1,1
10.2,9.6,76.0,0.0,0.285,0.285,0.285,0,0
18.3,26.4,74.0,0.0,0.059,0.059,0.059,0,0
18.6,16.2,84.0,0.0,0.327,0.326,0.325,1,0
19.5,22.8,79.0,0.0,0.09,0.09,0.09,1,0
14.2,15.4,89.0,0.0,0.093,0.093,0.092,0,0
17.9,26.5,75.0,0.0,0.064,0.065,0.065,0,1
22.4,20.3,62.0,0.0,0.17,0.169,0.167,0,0
15.2,19.1,81.0,0.0,0.062,0.062,0.062,1,0
20.7,20.1,69.0,0.0,0.33,0.328,0.327,1,0
9.7,9.9,81.0,0.0,0.36,0.361,0.362,0,0
3.9,6.6,84.0,0.0,0.395,0.395,0.395,0,1
14.6,14.0,81.0,0.0,0.099,0.099,0.099,1,0
20.7,17.6,54.0,0.0,0.295,0.293,0.292,1,0
7.4,8.6,78.0,0.0,0.314,0.314,0.314,1,1
10.3,10.4,98.0,0.0,0.306,0.306,0.306,1,1
19.7,12.6,43.0,0.0,0.264,0.263,0.263,1,0
17.7,24.8,77.0,0.0,0.054,0.054,0.054,1,0
15.2,15.5,91.0,0.0,0.423,0.423,0.423,1,1
10.4,10.7,74.0,0.0,0.102,0.102,0.102,0,0
17.9,24.9,73.0,0.0,0.052,0.052,0.052,0,1
16.8,14.6,47.0,0.0,0.287,0.287,0.288,0,0
16.6,14.6,71.0,0.0,0.314,0.313,0.312,0,1
14.0,15.8,85.0,0.0,0.062,0.062,0.062,0,1
18.0,25.4,76.0,0.0,0.062,0.062,0.063,1,0
15.8,14.2,86.0,0.0,0.339,0.339,0.339,0,0
21.1,17.7,48.0,0.0,0.286,0.284,0.285,0,0
17.7,26.0,78.0,0.0,0.075,0.075,0.075,1,0
8.5,8.6,53.0,0.0,0.414,0.415,0.415,1,1
8.2,10.5,90.0,0.5,0.321,0.321,0.329,0,0
21.9,25.6,50.0,0.0,0.105,0.104,0.103,1,1
14.4,16.7,100.0,0.0,0.128,0.128,0.128,1,0
6.8,8.6,80.0,0.0,0.277,0.277,0.277,0,0
15.1,17.7,99.0,0.0,0.133,0.133,0.133,1,0
13.5,15.0,92.0,0.0,0.058,0.058,0.058,1,0
11.2,12.4,93.0,0.0,0.088,0.088,0.088,0,0
17.0,20.9,83.0,0.0,0.111,0.111,0.11,0,0
18.2,22.8,76.0,0.0,0.063,0.063,0.063,1,0
11.3,13.2,89.0,0.0,0.058,0.058,0.057,0,0
17.1,17.8,82.0,0.0,0.061,0.061,0.062,1,1
13.2,14.7,83.0,0.0,0.085,0.085,0.085,0,0
12.6,15.7,95.0,2.0,0.077,0.083,0.086,1,0
18.1,28.3,70.0,0.0,0.059,0.059,0.059,0,1
22.7,19.1,71.0,0.0,0.152,0.152,0.15,0,1
17.9,15.5,94.0,0.0,0.152,0.153,0.152,1,0
14.8,16.5,98.0,0.0,0.127,0.126,0.126,1,0
13.5,12.7,84.0,1.4,0.302,0.328,0.348,1,1
15.5,17.6,94.0,0.0,0.132,0.132,0.132,0,0
17.4,14.3,57.0,0.0,0.421,0.421,0.421,1,0
17.7,17.1,78.0,0.0,0.342,0.34,0.34,0,1
19.0,24.6,73.0,0.0,0.063,0.063,0.063,1,0
9.2,11.8,99.0,0.0,0.424,0.424,0.424,0,1
12.0,11.1,96.0,0.0,0.338,0.338,0.338,1,1
17.9,23.4,84.0,0.0,0.12,0.12,0.119,0,0
20.6,22.2,48.0,0.0,0.061,0.061,0.061,1,1
15.2,18.1,76.0,0.0,0.085,0.085,0.085,1,1
13.8,14.2,93.0,0.0,0.24,0.24,0.24,1,1
16.8,19.4,80.0,0.0,0.232,0.231,0.229,0,1
10.8,10.0,74.0,0.0,0.351,0.351,0.351,0,1
18.9,28.5,64.0,0.0,0.062,0.062,0.062,1,1
10.5,12.5,91.0,0.0,0.058,0.057,0.057,0,0
10.1,11.9,98.0,0.0,0.056,0.056,0.056,1,1
20.1,24.0,67.0,0.0,0.116,0.115,0.115,0,1
15.1,15.1,79.0,0.0,0.428,0.428,0.428,0,1
13.8,15.4,90.0,0.0,0.072,0.071,0.072,0,1
15.5,12.7,68.0,0.0,0.387,0.386,0.386,0,1
12.8,12.9,93.0,0.0,0.186,0.186,0.186,1,0
4.7,7.2,85.0,0.0,0.395,0.395,0.395,0,1
18.1,18.5,82.0,0.0,0.349,0.348,0.347,0,1
10.8,11.3,92.0,0.0,0.218,0.218,0.218,0,0
15.2,18.4,87.0,0.0,0.075,0.074,0.074,0,1
17.7,22.0,72.0,0.0,0.089,0.088,0.088,0,1
6.3,7.3,80.0,0.0,0.377,0.377,0.377,0,1
13.3,12.9,82.0,0.0,0.332,0.332,0.332,0,0
13.1,14.4,97.0,0.0,0.06,0.06,0.06,1,0
16.7,17.0,72.0,0.0,0.323,0.323,0.322,0,1
16.5,12.4,46.0,0.0,0.319,0.318,0.317,0,0
14.7,13.2,96.0,0.0,0.236,0.236,0.236,0,0
15.0,17.1,71.0,0.0,0.069,0.069,0.068,0,0
21.8,15.9,39.0,0.0,0.253,0.252,0.251,1,0
11.9,12.2,87.0,0.0,0.119,0.119,0.118,1,1
10.8,10.5,97.0,0.0,0.338,0.338,0.338,1,0
11.6,13.4,96.0,0.0,0.087,0.087,0.087,0,0
13.8,12.6,89.0,0.0,0.345,0.345,0.345,1,1
19.0,15.1,47.0,0.0,0.421,0.421,0.421,1,0
16.5,11.7,78.0,0.0,0.343,0.342,0.342,1,0
11.8,11.5,72.0,0.0,0.387,0.387,0.386,0,1
15.8,15.1,89.0,0.0,0.172,0.172,0.172,1,1
8.5,8.6,74.0,0.0,0.302,0.303,0.302,1,1
7.3,8.4,59.0,0.0,0.415,0.415,0.415,1,0
13.7,16.6,95.0,0.0,0.073,0.072,0.072,0,0
10.1,11.3,86.0,0.0,0.086,0.086,0.086,0,0
8.8,11.1,86.0,0.0,0.07,0.07,0.07,1,1
13.3,11.8,83.0,0.0,0.25,0.25,0.25,1,1
9.1,8.4,50.0,0.0,0.404,0.404,0.402,0,1
13.3,14.0,92.0,0.0,0.078,0.078,0.078,1,1
15.7,21.2,77.0,0.0,0.057,0.057,0.057,1,1
16.9,18.2,59.0,0.0,0.069,0.069,0.069,1,1
13.5,16.4,90.0,0.0,0.073,0.072,0.072,0,0
15.6,18.9,81.0,0.0,0.063,0.063,0.062,0,0
14.8,17.1,89.0,0.0,0.062,0.062,0.062,1,0
9.4,10.4,80.0,0.3,0.345,0.345,0.343,1,1
15.0,18.4,95.0,0.0,0.053,0.053,0.053,0,0
12.7,10.9,60.0,0.0,0.422,0.422,0.422,0,0
21.1,17.7,48.0,0.0,0.286,0.284,0.285,0,1
16.8,21.3,77.0,0.0,0.068,0.068,0.068,1,0
13.1,16.0,91.0,0.0,0.073,0.073,0.073,0,1
8.8,11.0,97.0,0.0,0.113,0.113,0.113,0,0
15.6,16.3,96.0,0.0,0.121,0.121,0.121,0,1
14.0,16.5,100.0,0.0,0.135,0.135,0.135,0,0
14.1,11.5,77.0,0.0,0.23,0.229,0.23,0,0
11.7,12.6,91.0,0.0,0.061,0.061,0.061,1,0
16.8,24.9,80.0,0.0,0.055,0.055,0.055,1,0
15.1,16.8,96.0,0.0,0.132,0.133,0.132,0,1
6.9,7.6,76.0,0.0,0.31,0.31,0.31,0,1
13.3,12.8,84.0,0.0,0.333,0.333,0.333,0,0
19.3,27.0,72.0,0.0,0.052,0.052,0.052,1,1
16.3,16.6,77.0,0.0,0.096,0.096,0.095,1,1
14.7,17.6,96.0,0.0,0.128,0.128,0.128,0,1
16.0,24.5,89.0,0.0,0.064,0.064,0.064,1,0
17.2,25.7,76.0,0.0,0.065,0.065,0.064,0,0
14.4,14.6,91.0,0.0,0.092,0.092,0.092,1,1
14.9,16.9,98.0,0.0,0.133,0.133,0.132,1,0
13.4,13.7,86.0,0.0,0.109,0.109,0.109,0,0
17.3,21.3,75.0,0.0,0.086,0.086,0.086,1,0
19.2,28.3,76.0,0.0,0.055,0.055,0.055,0,1
9.7,10.3,96.0,0.0,0.336,0.335,0.335,1,1
9.1,8.6,52.0,0.0,0.404,0.404,0.404,0,0
18.2,14.0,75.0,0.0,0.21,0.21,0.209,0,1
13.2,15.3,51.0,0.0,0.401,0.4,0.399,1,1
10.8,11.8,80.0,0.0,0.108,0.108,0.108,0,0
18.7,20.7,79.0,0.0,0.207,0.206,0.205,1,0
13.7,10.0,52.0,0.0,0.264,0.264,0.264,1,1
16.6,23.6,71.0,0.0,0.071,0.072,0.072,0,0
11.0,11.0,94.0,0.0,0.335,0.335,0.336,1,1
20.7,18.1,54.0,0.0,0.288,0.286,0.284,1,1
8.8,9.1,82.0,0.0,0.361,0.361,0.361,1,1
11.2,11.8,98.0,0.0,0.338,0.338,0.338,0,1
17.9,16.2,47.0,0.0,0.316,0.314,0.313,0,1
21.6,24.3,77.0,0.0,0.147,0.145,0.145,0,1
14.6,18.4,94.0,0.0,0.054,0.054,0.054,1,1
13.7,15.4,84.0,0.0,0.079,0.079,0.078,1,0
15.5,14.5,82.0,0.0,0.218,0.219,0.219,0,1
6.0,8.6,95.0,0.0,0.328,0.328,0.328,1,1
19.0,20.1,79.0,0.0,0.324,0.323,0.322,0,0
11.8,14.3,97.0,0.0,0.052,0.052,0.051,1,1
16.0,15.8,86.0,0.0,0.428,0.428,0.428,0,0
11.4,12.2,92.0,0.0,0.424,0.423,0.424,1,1
19.7,24.0,73.0,0.0,0.096,0.096,0.096,0,0
12.2,15.3,99.0,0.0,0.057,0.057,0.056,1,1
8.7,9.7,69.0,0.0,0.409,0.405,0.405,1,1
17.4,19.2,87.0,0.0,0.051,0.051,0.051,0,0
16.5,16.7,69.0,0.0,0.114,0.114,0.113,1,1
12.5,16.4,100.0,0.0,0.062,0.062,0.062,1,1
14.8,17.5,100.0,0.0,0.135,0.135,0.135,1,0
15.2,14.9,79.0,0.0,0.428,0.428,0.428,1,0
11.7,13.5,85.0,0.0,0.068,0.068,0.068,1,1
13.8,16.4,100.0,0.0,0.118,0.118,0.118,1,0
19.6,31.0,72.0,0.0,0.055,0.056,0.056,1,0
15.2,14.9,56.0,0.0,0.392,0.39,0.389,1,0
13.1,14.9,84.0,0.0,0.085,0.085,0.085,0,1
13.7,16.4,83.0,0.0,0.085,0.085,0.085,1,0
16.8,31.1,80.0,0.0,0.06,0.06,0.06,0,0
13.7,13.9,96.0,0.0,0.144,0.144,0.144,1,0
13.2,11.8,88.0,0.0,0.226,0.226,0.226,0,0
6.2,8.3,92.0,0.0,0.361,0.361,0.362,1,0
17.6,22.8,62.0,0.0,0.084,0.084,0.084,0,0
14.2,20.4,78.0,0.0,0.058,0.058,0.058,0,1
19.5,16.0,47.0,0.0,0.348,0.346,0.345,0,0
13.1,16.8,91.0,0.0,0.059,0.059,0.059,1,0
11.9,11.8,91.0,0.0,0.425,0.425,0.425,1,0
11.5,12.2,86.0,0.0,0.091,0.091,0.091,1,0
9.6,11.2,96.0,6.1,0.369,0.407,0.41,0,1
16.4,17.1,90.0,0.0,0.109,0.109,0.109,0,1
19.5,27.6,61.0,0.0,0.079,0.078,0.078,1,1
9.6,10.0,80.0,0.0,0.095,0.095,0.095,0,0
11.8,12.5,75.0,0.0,0.069,0.069,0.069,0,1
13.6,15.1,96.0,0.0,0.06,0.06,0.06,1,1
17.1,23.7,74.0,0.0,0.059,0.059,0.059,0,0
14.7,17.5,99.0,0.0,0.118,0.118,0.118,1,0
15.3,13.6,53.0,0.0,0.287,0.288,0.287,1,1
16.4,12.1,53.0,0.0,0.349,0.35,0.35,0,0
15.5,17.6,76.0,0.0,0.058,0.058,0.058,1,0
14.8,16.3,97.0,0.0,0.115,0.115,0.115,1,1
19.4,15.1,42.0,0.0,0.25,0.25,0.25,0,0
16.4,21.8,70.0,0.0,0.069,0.069,0.069,1,0
18.4,25.5,74.0,0.0,0.056,0.056,0.056,0,1
15.3,18.6,82.0,0.0,0.062,0.062,0.062,0,1
14.4,16.8,87.0,0.0,0.08,0.08,0.079,1,1
15.2,17.2,98.0,0.0,0.112,0.112,0.112,1,1
15.1,16.8,96.0,0.0,0.132,0.133,0.132,1,0
12.4,13.5,97.0,0.0,0.092,0.092,0.092,1,1
8.9,10.4,71.0,0.0,0.409,0.409,0.409,1,1
19.2,14.2,53.0,0.0,0.35,0.349,0.348,0,0
11.0,10.9,90.0,0.0,0.23,0.23,0.23,0,0
13.3,12.2,90.0,0.0,0.218,0.218,0.218,0,1
15.4,19.2,90.0,0.0,0.054,0.054,0.053,0,0
20.1,28.0,62.0,0.0,0.057,0.057,0.056,0,0
10.6,11.8,96.0,0.0,0.076,0.075,0.075,0,0
17.4,17.7,62.0,0.0,0.279,0.278,0.277,1,0
10.3,10.4,98.0,0.0,0.306,0.306,0.306,1,0
11.2,11.7,98.0,0.0,0.338,0.338,0.338,0,1
7.9,8.7,86.0,0.0,0.357,0.357,0.357,0,1
10.2,8.5,84.0,0.0,0.357,0.357,0.357,1,1
16.4,21.8,70.0,0.0,0.069,0.069,0.069,0,1
16.2,15.5,94.0,0.0,0.092,0.092,0.092,0,1
27.5,22.1,36.0,0.0,0.175,0.173,0.172,1,1
16.3,16.8,83.0,0.0,0.337,0.336,0.336,1,0
7.8,9.7,96.0,0.0,0.229,0.228,0.228,0,0
11.9,11.8,91.0,0.0,0.425,0.425,0.425,0,1
4.2,7.1,82.0,0.0,0.398,0.398,0.398,1,0
19.8,17.8,65.0,0.0,0.232,0.23,0.23,1,0
15.6,15.8,64.0,0.0,0.082,0.082,0.082,1,0
13.7,13.1,92.0,0.0,0.326,0.326,0.326,0,0
20.8,16.5,48.0,0.0,0.293,0.292,0.292,1,0
19.2,32.1,67.0,0.0,0.056,0.057,0.057,1,1
12.5,11.0,84.0,0.0,0.265,0.265,0.265,0,0
12.3,12.8,86.0,0.0,0.261,0.261,0.261,0,1
14.7,16.6,100.0,0.0,0.14,0.14,0.14,1,1
15.1,17.4,95.0,0.0,0.052,0.052,0.052,0,0
13.9,17.8,99.0,0.0,0.053,0.053,0.053,0,0
18.1,22.6,71.0,0.0,0.057,0.058,0.057,1,1
13.1,15.6,88.0,0.0,0.053,0.052,0.052,1,0
19.8,22.2,58.0,0.0,0.082,0.082,0.082,1,1
14.4,13.4,76.0,0.0,0.22,0.22,0.22,0,1
12.3,13.5,73.0,0.0,0.101,0.101,0.1,1,0
14.7,11.0,52.0,0.0,0.35,0.35,0.351,0,0
7.9,9.2,91.0,0.0,0.362,0.361,0.361,0,0
